0.3036,0.092,0.009773945,0.001
0.4356,0.204,0.013606249,0.001
0.528,0.304,0.016336768,0.001
0.5808,0.352,0.017906703,0.001
0.7128,0.512,0.021850629,0.001
0.8448,0.696,0.025811819,0.001
0.99,0.94,0.044598206,0.01
1.32,1.36,0.051855569,0.01
1.65,1.88,0.059908263,0.01
1.716,2.08,0.061587336,0.01
2.244,2.64,0.07558439,0.01
2.64,3.2,0.086539009,0.01
3.036,3.64,0.09773945,0.01
