0.3828,0.14,0.012060265,0.001
0.5016,0.284,0.015554099,0.001
0.6336,0.416,0.01948153,0.001
0.7656,0.608,0.023433523,0.001
0.924,0.82,0.04327817,0.01
1.122,1.14,0.047381431,0.01
1.32,1.42,0.051855569,0.01
1.518,1.8,0.056612719,0.01
1.98,2.36,0.068476273,0.01
2.508,3.12,0.082855296,0.01
2.904,3.68,0.093984041,0.01
