-0.00000492,0.502
-0.000004916,0.502
-0.000004912,0.5
-0.000004908,0.504
-0.000004904,0.498
-0.0000049,0.502
-0.000004896,0.498
-0.000004892,0.502
-0.000004888,0.502
-0.000004884,0.504
-0.00000488,0.504
-0.000004876,0.506
-0.000004872,0.502
-0.000004868,0.506
-0.000004864,0.504
-0.00000486,0.508
-0.000004856,0.508
-0.000004852,0.51
-0.000004848,0.51
-0.000004844,0.508
-0.00000484,0.51
-0.000004836,0.508
-0.000004832,0.512
-0.000004828,0.508
-0.000004824,0.508
-0.00000482,0.508
-0.000004816,0.51
-0.000004812,0.51
-0.000004808,0.51
-0.000004804,0.508
-0.0000048,0.51
-0.000004796,0.514
-0.000004792,0.508
-0.000004788,0.508
-0.000004784,0.512
-0.00000478,0.508
-0.000004776,0.51
-0.000004772,0.508
-0.000004768,0.51
-0.000004764,0.508
-0.00000476,0.51
-0.000004756,0.51
-0.000004752,0.514
-0.000004748,0.512
-0.000004744,0.51
-0.00000474,0.508
-0.000004736,0.51
-0.000004732,0.51
-0.000004728,0.512
-0.000004724,0.512
-0.00000472,0.512
-0.000004716,0.512
-0.000004712,0.512
-0.000004708,0.51
-0.000004704,0.512
-0.0000047,0.508
-0.000004696,0.514
-0.000004692,0.508
-0.000004688,0.508
-0.000004684,0.512
-0.00000468,0.51
-0.000004676,0.51
-0.000004672,0.51
-0.000004668,0.51
-0.000004664,0.51
-0.00000466,0.51
-0.000004656,0.51
-0.000004652,0.51
-0.000004648,0.51
-0.000004644,0.51
-0.00000464,0.506
-0.000004636,0.508
-0.000004632,0.51
-0.000004628,0.512
-0.000004624,0.508
-0.00000462,0.508
-0.000004616,0.508
-0.000004612,0.508
-0.000004608,0.508
-0.000004604,0.508
-0.0000046,0.51
-0.000004596,0.506
-0.000004592,0.508
-0.000004588,0.51
-0.000004584,0.51
-0.00000458,0.508
-0.000004576,0.508
-0.000004572,0.508
-0.000004568,0.514
-0.000004564,0.512
-0.00000456,0.508
-0.000004556,0.508
-0.000004552,0.508
-0.000004548,0.506
-0.000004544,0.508
-0.00000454,0.506
-0.000004536,0.506
-0.000004532,0.506
-0.000004528,0.506
-0.000004524,0.512
-0.00000452,0.508
-0.000004516,0.506
-0.000004512,0.508
-0.000004508,0.506
-0.000004504,0.506
-0.0000045,0.508
-0.000004496,0.508
-0.000004492,0.508
-0.000004488,0.51
-0.000004484,0.508
-0.00000448,0.508
-0.000004476,0.508
-0.000004472,0.508
-0.000004468,0.508
-0.000004464,0.508
-0.00000446,0.508
-0.000004456,0.51
-0.000004452,0.51
-0.000004448,0.508
-0.000004444,0.51
-0.00000444,0.508
-0.000004436,0.512
-0.000004432,0.508
-0.000004428,0.51
-0.000004424,0.51
-0.00000442,0.508
-0.000004416,0.508
-0.000004412,0.512
-0.000004408,0.51
-0.000004404,0.512
-0.0000044,0.51
-0.000004396,0.508
-0.000004392,0.508
-0.000004388,0.51
-0.000004384,0.508
-0.00000438,0.51
-0.000004376,0.508
-0.000004372,0.51
-0.000004368,0.504
-0.000004364,0.51
-0.00000436,0.506
-0.000004356,0.508
-0.000004352,0.508
-0.000004348,0.506
-0.000004344,0.506
-0.00000434,0.508
-0.000004336,0.508
-0.000004332,0.512
-0.000004328,0.51
-0.000004324,0.512
-0.00000432,0.508
-0.000004316,0.508
-0.000004312,0.508
-0.000004308,0.51
-0.000004304,0.506
-0.0000043,0.51
-0.000004296,0.506
-0.000004292,0.51
-0.000004288,0.51
-0.000004284,0.512
-0.00000428,0.51
-0.000004276,0.508
-0.000004272,0.51
-0.000004268,0.508
-0.000004264,0.51
-0.00000426,0.508
-0.000004256,0.508
-0.000004252,0.506
-0.000004248,0.508
-0.000004244,0.508
-0.00000424,0.506
-0.000004236,0.508
-0.000004232,0.512
-0.000004228,0.51
-0.000004224,0.508
-0.00000422,0.508
-0.000004216,0.51
-0.000004212,0.51
-0.000004208,0.51
-0.000004204,0.51
-0.0000042,0.508
-0.000004196,0.51
-0.000004192,0.51
-0.000004188,0.51
-0.000004184,0.51
-0.00000418,0.506
-0.000004176,0.51
-0.000004172,0.516
-0.000004168,0.512
-0.000004164,0.51
-0.00000416,0.51
-0.000004156,0.51
-0.000004152,0.512
-0.000004148,0.508
-0.000004144,0.508
-0.00000414,0.51
-0.000004136,0.51
-0.000004132,0.51
-0.000004128,0.512
-0.000004124,0.508
-0.00000412,0.51
-0.000004116,0.51
-0.000004112,0.508
-0.000004108,0.508
-0.000004104,0.51
-0.0000041,0.51
-0.000004096,0.51
-0.000004092,0.512
-0.000004088,0.512
-0.000004084,0.512
-0.00000408,0.506
-0.000004076,0.512
-0.000004072,0.51
-0.000004068,0.506
-0.000004064,0.51
-0.00000406,0.512
-0.000004056,0.512
-0.000004052,0.51
-0.000004048,0.508
-0.000004044,0.51
-0.00000404,0.51
-0.000004036,0.51
-0.000004032,0.51
-0.000004028,0.506
-0.000004024,0.508
-0.00000402,0.506
-0.000004016,0.508
-0.000004012,0.506
-0.000004008,0.506
-0.000004004,0.512
-0.000004,0.508
-0.000003996,0.508
-0.000003992,0.508
-0.000003988,0.506
-0.000003984,0.506
-0.00000398,0.506
-0.000003976,0.508
-0.000003972,0.504
-0.000003968,0.506
-0.000003964,0.506
-0.00000396,0.508
-0.000003956,0.506
-0.000003952,0.504
-0.000003948,0.504
-0.000003944,0.508
-0.00000394,0.508
-0.000003936,0.508
-0.000003932,0.502
-0.000003928,0.508
-0.000003924,0.504
-0.00000392,0.504
-0.000003916,0.502
-0.000003912,0.508
-0.000003908,0.504
-0.000003904,0.508
-0.0000039,0.504
-0.000003896,0.504
-0.000003892,0.506
-0.000003888,0.506
-0.000003884,0.506
-0.00000388,0.506
-0.000003876,0.508
-0.000003872,0.504
-0.000003868,0.508
-0.000003864,0.508
-0.00000386,0.506
-0.000003856,0.506
-0.000003852,0.506
-0.000003848,0.506
-0.000003844,0.504
-0.00000384,0.508
-0.000003836,0.512
-0.000003832,0.51
-0.000003828,0.51
-0.000003824,0.514
-0.00000382,0.508
-0.000003816,0.51
-0.000003812,0.508
-0.000003808,0.508
-0.000003804,0.508
-0.0000038,0.508
-0.000003796,0.512
-0.000003792,0.51
-0.000003788,0.514
-0.000003784,0.508
-0.00000378,0.512
-0.000003776,0.514
-0.000003772,0.51
-0.000003768,0.512
-0.000003764,0.51
-0.00000376,0.512
-0.000003756,0.51
-0.000003752,0.506
-0.000003748,0.508
-0.000003744,0.51
-0.00000374,0.508
-0.000003736,0.512
-0.000003732,0.51
-0.000003728,0.51
-0.000003724,0.51
-0.00000372,0.51
-0.000003716,0.51
-0.000003712,0.51
-0.000003708,0.512
-0.000003704,0.51
-0.0000037,0.506
-0.000003696,0.51
-0.000003692,0.508
-0.000003688,0.506
-0.000003684,0.508
-0.00000368,0.51
-0.000003676,0.51
-0.000003672,0.51
-0.000003668,0.508
-0.000003664,0.51
-0.00000366,0.51
-0.000003656,0.508
-0.000003652,0.508
-0.000003648,0.506
-0.000003644,0.508
-0.00000364,0.508
-0.000003636,0.508
-0.000003632,0.506
-0.000003628,0.508
-0.000003624,0.504
-0.00000362,0.506
-0.000003616,0.508
-0.000003612,0.51
-0.000003608,0.508
-0.000003604,0.508
-0.0000036,0.504
-0.000003596,0.508
-0.000003592,0.502
-0.000003588,0.506
-0.000003584,0.504
-0.00000358,0.508
-0.000003576,0.506
-0.000003572,0.506
-0.000003568,0.504
-0.000003564,0.506
-0.00000356,0.506
-0.000003556,0.508
-0.000003552,0.502
-0.000003548,0.508
-0.000003544,0.512
-0.00000354,0.51
-0.000003536,0.512
-0.000003532,0.512
-0.000003528,0.508
-0.000003524,0.508
-0.00000352,0.506
-0.000003516,0.506
-0.000003512,0.506
-0.000003508,0.51
-0.000003504,0.506
-0.0000035,0.506
-0.000003496,0.51
-0.000003492,0.508
-0.000003488,0.51
-0.000003484,0.51
-0.00000348,0.512
-0.000003476,0.508
-0.000003472,0.512
-0.000003468,0.508
-0.000003464,0.508
-0.00000346,0.506
-0.000003456,0.506
-0.000003452,0.508
-0.000003448,0.508
-0.000003444,0.508
